Customer_ID,Age,Gender,Item_Purchased,Category,Size,Color,Review_Rating,Subscription_Status,Shipping_Type,Promo_Code_Used,Previous_Purchases
2063,54,Male,Coat,Outerwear,L,Silver,2.8,No,Standard,No,15
2064,61,Male,Shorts,Clothing,M,Cyan,2.9,No,Standard,No,32
2065,31,Male,Shoes,Footwear,M,Green,4.0,No,2-Day Shipping,No,5
2066,27,Male,Sneakers,Footwear,M,Blue,2.9,No,Free Shipping,No,6
2067,64,Male,Sneakers,Footwear,M,Olive,4.7,No,Store Pickup,No,44
2068,60,Male,Pants,Clothing,XL,Beige,3.1,No,2-Day Shipping,No,23
2069,70,Male,Jewelry,Accessories,XL,Black,3.9,No,Store Pickup,No,44
2070,36,Male,T-shirt,Clothing,M,Indigo,3.4,No,Free Shipping,No,3
2071,56,Male,Jewelry,Accessories,XL,Red,3.1,No,Express,No,14
2072,69,Male,Jacket,Outerwear,S,Yellow,4.8,No,Store Pickup,No,37
2073,39,Male,Backpack,Accessories,M,Beige,3.9,No,Next Day Air,No,22
2074,38,Male,Belt,Accessories,S,Green,3.5,No,Next Day Air,No,2
2075,36,Male,Scarf,Accessories,M,White,3.1,No,Free Shipping,No,44
2076,46,Male,Sweater,Clothing,S,Turquoise,4.7,No,Express,No,49
2077,59,Male,Gloves,Accessories,S,Indigo,4.6,No,Free Shipping,No,22
2078,64,Male,Scarf,Accessories,L,Orange,3.3,No,Free Shipping,No,26
2079,49,Male,Dress,Clothing,M,Blue,3.2,No,Next Day Air,No,40
2080,32,Male,Jeans,Clothing,L,Violet,3.1,No,Next Day Air,No,16
2081,29,Male,Sunglasses,Accessories,S,Gray,3.5,No,Free Shipping,No,17
2082,24,Male,Coat,Outerwear,S,Cyan,4.3,No,Standard,No,48
2083,41,Male,Jeans,Clothing,M,Yellow,2.9,No,Free Shipping,No,28
2084,41,Male,Scarf,Accessories,L,Orange,2.7,No,Store Pickup,No,26
2085,32,Male,Blouse,Clothing,S,Brown,4.0,No,Standard,No,43
2086,69,Male,Jeans,Clothing,M,Teal,4.6,No,Free Shipping,No,38
2087,65,Male,Dress,Clothing,L,Beige,4.7,No,2-Day Shipping,No,36
2088,54,Male,Hat,Accessories,M,Blue,4.7,No,Standard,No,1
2089,39,Male,Sandals,Footwear,L,Orange,4.0,No,Standard,No,49
2090,37,Male,Jacket,Outerwear,L,Gold,3.6,No,Free Shipping,No,41
2091,51,Male,Socks,Clothing,S,Teal,3.4,No,Free Shipping,No,21
2092,26,Male,Jeans,Clothing,XL,Beige,3.0,No,Next Day Air,No,24
2093,42,Male,Sandals,Footwear,M,Silver,2.6,No,Next Day Air,No,27
2094,21,Male,Dress,Clothing,M,Maroon,4.2,No,Store Pickup,No,4
2095,53,Male,Socks,Clothing,M,Indigo,3.4,No,Standard,No,19
2096,36,Male,Hoodie,Clothing,M,Gray,4.0,No,Store Pickup,No,1
2097,21,Male,Dress,Clothing,L,Blue,4.7,No,Free Shipping,No,27
2098,33,Male,Sneakers,Footwear,S,Cyan,3.9,No,Next Day Air,No,5
2099,49,Male,T-shirt,Clothing,M,White,3.3,No,2-Day Shipping,No,20
2100,31,Male,T-shirt,Clothing,L,Green,2.9,No,Express,No,50
2101,68,Male,Sweater,Clothing,M,Silver,4.4,No,Free Shipping,No,36
2102,49,Male,Shirt,Clothing,M,Blue,3.6,No,Next Day Air,No,12
2103,23,Male,Hat,Accessories,M,Brown,4.5,No,Store Pickup,No,23
2104,30,Male,Pants,Clothing,S,Red,3.7,No,Store Pickup,No,21
2105,53,Male,Shoes,Footwear,M,Gold,2.8,No,Free Shipping,No,47
2106,65,Male,Gloves,Accessories,M,Silver,4.5,No,Free Shipping,No,38
2107,60,Male,Jewelry,Accessories,M,Gray,4.4,No,Standard,No,40
2108,46,Male,Pants,Clothing,M,Black,3.3,No,Standard,No,35
2109,54,Male,Hoodie,Clothing,XL,Beige,4.2,No,Express,No,4
2110,59,Male,Jewelry,Accessories,L,Peach,2.7,No,Free Shipping,No,28
2111,52,Male,Socks,Clothing,L,Cyan,3.9,No,Store Pickup,No,36
2112,41,Male,Sunglasses,Accessories,XL,Pink,2.6,No,Free Shipping,No,15
2113,43,Male,Belt,Accessories,M,Lavender,4.5,No,2-Day Shipping,No,7
2114,63,Male,Dress,Clothing,M,Brown,2.7,No,Store Pickup,No,29
2115,37,Male,Shirt,Clothing,M,Magenta,2.9,No,Standard,No,12
2116,44,Male,Scarf,Accessories,M,Violet,3.4,No,Store Pickup,No,16
2117,67,Male,Jacket,Outerwear,M,Teal,2.9,No,Express,No,50
2118,27,Male,Dress,Clothing,L,Brown,3.8,No,Free Shipping,No,11
2119,60,Male,Socks,Clothing,M,Olive,4.2,No,2-Day Shipping,No,28
2120,58,Male,Jewelry,Accessories,M,Indigo,3.5,No,Store Pickup,No,36
2121,53,Male,Scarf,Accessories,S,Red,3.1,No,Next Day Air,No,38
2122,43,Male,Backpack,Accessories,M,Olive,3.5,No,2-Day Shipping,No,32
2123,32,Male,Jacket,Outerwear,L,Teal,4.0,No,Express,No,42
2124,54,Male,Coat,Outerwear,L,Cyan,3.7,No,Express,No,22
2125,47,Male,Skirt,Clothing,M,Teal,4.2,No,Next Day Air,No,22
2126,57,Male,Coat,Outerwear,M,Beige,4.8,No,Store Pickup,No,31
2127,63,Male,Shoes,Footwear,XL,Magenta,4.1,No,Express,No,28
2128,70,Male,Boots,Footwear,M,Indigo,4.5,No,2-Day Shipping,No,40
2129,62,Male,Coat,Outerwear,L,Cyan,2.7,No,2-Day Shipping,No,21
2130,40,Male,Skirt,Clothing,L,Orange,2.8,No,Store Pickup,No,12
2131,25,Male,Backpack,Accessories,L,Violet,3.7,No,Free Shipping,No,33
2132,19,Male,Shorts,Clothing,M,Red,3.6,No,Express,No,9
2133,25,Male,Skirt,Clothing,M,Magenta,4.7,No,2-Day Shipping,No,15
2134,21,Male,Hat,Accessories,M,Olive,3.8,No,Standard,No,13
2135,55,Male,Sandals,Footwear,XL,Maroon,2.9,No,Standard,No,35
2136,34,Male,Sunglasses,Accessories,S,Yellow,4.6,No,Next Day Air,No,1
2137,47,Male,Sunglasses,Accessories,M,Red,2.8,No,Standard,No,25
2138,27,Male,Socks,Clothing,XL,Purple,4.6,No,2-Day Shipping,No,20
2139,67,Male,Sweater,Clothing,M,Teal,2.8,No,Next Day Air,No,36
2140,40,Male,Boots,Footwear,M,Red,3.0,No,Free Shipping,No,33
2141,53,Male,Handbag,Accessories,M,Brown,3.7,No,Standard,No,36
2142,24,Male,Dress,Clothing,M,Peach,4.1,No,2-Day Shipping,No,32
2143,47,Male,Hat,Accessories,M,Maroon,4.3,No,Next Day Air,No,21
2144,53,Male,Sandals,Footwear,L,Red,3.8,No,Next Day Air,No,48
2145,47,Male,Shoes,Footwear,L,Orange,3.7,No,Free Shipping,No,25
2146,38,Male,Skirt,Clothing,S,White,4.8,No,Standard,No,32
2147,48,Male,Sunglasses,Accessories,XL,White,4.6,No,Standard,No,45
2148,47,Male,Skirt,Clothing,S,Charcoal,4.8,No,Standard,No,4
2149,19,Male,T-shirt,Clothing,XL,Turquoise,4.6,No,2-Day Shipping,No,19
2150,38,Male,Sandals,Footwear,L,Orange,4.0,No,Standard,No,1
2151,57,Male,Shirt,Clothing,M,Orange,2.6,No,2-Day Shipping,No,12
2152,70,Male,Jeans,Clothing,L,Brown,2.6,No,2-Day Shipping,No,18
2153,38,Male,Shorts,Clothing,L,Magenta,4.5,No,Next Day Air,No,43
2154,35,Male,Shirt,Clothing,M,Violet,4.2,No,Free Shipping,No,31
2155,46,Male,Scarf,Accessories,M,Violet,3.4,No,Store Pickup,No,33
2156,32,Male,Handbag,Accessories,L,Yellow,3.7,No,Store Pickup,No,46
2157,38,Male,Skirt,Clothing,M,Maroon,3.6,No,Next Day Air,No,41
2158,41,Male,Handbag,Accessories,L,Turquoise,4.0,No,Next Day Air,No,41
2159,19,Male,Gloves,Accessories,XL,Olive,4.6,No,Standard,No,9
2160,18,Male,Shirt,Clothing,M,Peach,3.0,No,Free Shipping,No,34
2161,45,Male,Blouse,Clothing,L,Charcoal,3.3,No,Express,No,21
2162,23,Male,Dress,Clothing,S,Peach,3.8,No,Express,No,5
2163,60,Male,Shorts,Clothing,S,Black,2.7,No,Free Shipping,No,32
2164,52,Male,Shoes,Footwear,L,Gray,4.5,No,Express,No,44
2165,42,Male,Sandals,Footwear,S,Olive,4.8,No,Next Day Air,No,46
2166,29,Male,Pants,Clothing,M,Turquoise,4.2,No,Express,No,42
2167,31,Male,Jacket,Outerwear,S,Purple,3.5,No,Express,No,50
2168,30,Male,Skirt,Clothing,L,Green,4.9,No,Standard,No,33
2169,23,Male,Handbag,Accessories,M,Beige,4.1,No,Next Day Air,No,32
2170,31,Male,Coat,Outerwear,M,Brown,2.9,No,Next Day Air,No,32
2171,40,Male,Sweater,Clothing,M,Turquoise,4.0,No,Next Day Air,No,37
2172,39,Male,Shorts,Clothing,M,Yellow,4.6,No,Store Pickup,No,9
2173,28,Male,Skirt,Clothing,S,Lavender,2.8,No,Store Pickup,No,6
2174,23,Male,Gloves,Accessories,S,Cyan,5.0,No,2-Day Shipping,No,36
2175,42,Male,Backpack,Accessories,S,Olive,2.9,No,Store Pickup,No,1
2176,68,Male,Dress,Clothing,M,Silver,3.3,No,Free Shipping,No,48
2177,24,Male,Belt,Accessories,S,Red,3.4,No,2-Day Shipping,No,44
2178,24,Male,Gloves,Accessories,XL,Green,3.0,No,Express,No,9
2179,21,Male,Jewelry,Accessories,M,Gold,4.7,No,Standard,No,32
2180,49,Male,Socks,Clothing,L,Lavender,2.9,No,Next Day Air,No,14
2181,41,Male,Coat,Outerwear,M,Yellow,4.1,No,Store Pickup,No,43
2182,22,Male,Handbag,Accessories,M,Black,3.2,No,Free Shipping,No,32
2183,42,Male,Blouse,Clothing,M,Maroon,2.7,No,Store Pickup,No,26
2184,30,Male,Shorts,Clothing,M,Maroon,4.7,No,Store Pickup,No,2
2185,38,Male,Shoes,Footwear,S,Gold,3.2,No,Free Shipping,No,16
2186,40,Male,Shorts,Clothing,M,Violet,2.5,No,Express,No,50
2187,55,Male,Sandals,Footwear,XL,Teal,4.3,No,Next Day Air,No,6
2188,37,Male,Blouse,Clothing,M,Violet,4.4,No,Free Shipping,No,20
2189,41,Male,Coat,Outerwear,M,Brown,4.7,No,Next Day Air,No,9
2190,38,Male,Blouse,Clothing,XL,Brown,4.0,No,Express,No,47
2191,42,Male,Belt,Accessories,S,Maroon,4.6,No,Express,No,33
2192,26,Male,Blouse,Clothing,S,Maroon,3.8,No,Next Day Air,No,46
2193,41,Male,Scarf,Accessories,L,Yellow,3.2,No,Next Day Air,No,9
2194,27,Male,Shirt,Clothing,L,Turquoise,5.0,No,Express,No,8
2195,61,Male,Socks,Clothing,M,Silver,3.5,No,Standard,No,48
2196,58,Male,Jeans,Clothing,M,Brown,3.7,No,Next Day Air,No,2
2197,25,Male,Dress,Clothing,M,Gray,4.8,No,Next Day Air,No,31
2198,33,Male,Boots,Footwear,M,Indigo,3.7,No,2-Day Shipping,No,40
2199,57,Male,Scarf,Accessories,L,Turquoise,3.5,No,Free Shipping,No,35
2200,39,Male,Scarf,Accessories,M,Maroon,4.9,No,Store Pickup,No,40
2201,60,Male,Gloves,Accessories,L,Charcoal,4.7,No,Next Day Air,No,27
2202,39,Male,Pants,Clothing,L,Peach,4.9,No,2-Day Shipping,No,10
2203,42,Male,Dress,Clothing,M,Red,4.3,No,Next Day Air,No,23
2204,53,Male,Dress,Clothing,M,Indigo,3.1,No,Free Shipping,No,32
2205,20,Male,Jeans,Clothing,S,Lavender,3.4,No,2-Day Shipping,No,6
2206,46,Male,Sweater,Clothing,XL,Red,2.7,No,Express,No,27
2207,46,Male,Sandals,Footwear,L,Green,2.6,No,Store Pickup,No,25
2208,69,Male,Handbag,Accessories,M,Gray,2.9,No,Next Day Air,No,11
2209,28,Male,Scarf,Accessories,XL,Violet,2.7,No,2-Day Shipping,No,23
2210,42,Male,Sandals,Footwear,XL,Beige,4.5,No,2-Day Shipping,No,44
2211,30,Male,Sunglasses,Accessories,M,Orange,3.1,No,Store Pickup,No,35
2212,50,Male,Sweater,Clothing,L,Purple,3.2,No,Free Shipping,No,45
2213,59,Male,Pants,Clothing,M,Brown,3.3,No,Next Day Air,No,22
2214,54,Male,Hat,Accessories,M,Maroon,2.9,No,Express,No,18
2215,50,Male,Belt,Accessories,L,Gold,4.1,No,Standard,No,20
2216,25,Male,Sandals,Footwear,M,Indigo,2.7,No,Express,No,28
2217,41,Male,Pants,Clothing,XL,Silver,4.0,No,Store Pickup,No,15
2218,35,Male,Jewelry,Accessories,XL,Red,2.6,No,Store Pickup,No,42
2219,67,Male,Sunglasses,Accessories,M,Magenta,3.5,No,Store Pickup,No,20
2220,33,Male,Blouse,Clothing,S,Purple,2.8,No,Store Pickup,No,16
2221,19,Male,Belt,Accessories,XL,Beige,4.5,No,Store Pickup,No,47
2222,25,Male,Shorts,Clothing,XL,White,3.0,No,Free Shipping,No,34
2223,32,Male,Pants,Clothing,M,Teal,4.4,No,Store Pickup,No,30
2224,30,Male,Sandals,Footwear,M,Gray,4.7,No,Next Day Air,No,5
2225,18,Male,Gloves,Accessories,L,Charcoal,4.3,No,Standard,No,38
2226,38,Male,Belt,Accessories,S,Olive,4.8,No,Free Shipping,No,18
2227,22,Male,Shirt,Clothing,L,Blue,4.8,No,Store Pickup,No,28
2228,40,Male,Scarf,Accessories,S,Gray,4.4,No,Next Day Air,No,42
2229,54,Male,Gloves,Accessories,M,Green,3.7,No,Free Shipping,No,5
2230,70,Male,Pants,Clothing,M,Silver,3.9,No,Express,No,50
2231,52,Male,Sneakers,Footwear,S,Teal,3.8,No,Express,No,33
2232,34,Male,Jacket,Outerwear,M,Beige,4.1,No,Store Pickup,No,1
2233,65,Male,Shoes,Footwear,L,Lavender,4.0,No,Store Pickup,No,14
2234,38,Male,Blouse,Clothing,XL,Gray,4.5,No,Express,No,48
2235,35,Male,Boots,Footwear,S,Yellow,4.0,No,Express,No,26
2236,40,Male,Socks,Clothing,M,Gray,4.5,No,2-Day Shipping,No,44
2237,23,Male,T-shirt,Clothing,M,Yellow,2.7,No,Standard,No,18
2238,45,Male,Sandals,Footwear,S,Black,3.8,No,Next Day Air,No,31
2239,40,Male,Sneakers,Footwear,L,Beige,3.8,No,Standard,No,18
2240,42,Male,Jewelry,Accessories,L,Indigo,3.8,No,2-Day Shipping,No,41
2241,57,Male,Sandals,Footwear,L,Green,4.3,No,Next Day Air,No,18
2242,18,Male,Jacket,Outerwear,M,Purple,3.5,No,Free Shipping,No,3
2243,18,Male,Skirt,Clothing,M,Orange,3.8,No,Next Day Air,No,5
2244,56,Male,Shirt,Clothing,M,Teal,3.7,No,2-Day Shipping,No,13
2245,35,Male,Shorts,Clothing,M,Gold,4.8,No,2-Day Shipping,No,22
2246,49,Male,Socks,Clothing,L,Gray,4.9,No,Free Shipping,No,45
2247,49,Male,Jacket,Outerwear,M,Cyan,4.3,No,Store Pickup,No,39
2248,34,Male,Jewelry,Accessories,L,Teal,4.4,No,Next Day Air,No,18
2249,63,Male,T-shirt,Clothing,M,Violet,3.4,No,Free Shipping,No,19
2250,42,Male,Gloves,Accessories,XL,Indigo,4.3,No,Next Day Air,No,29
2251,41,Male,Shoes,Footwear,L,Pink,4.6,No,Store Pickup,No,19
2252,26,Male,Shoes,Footwear,L,Gold,3.8,No,Free Shipping,No,22
2253,48,Male,Shoes,Footwear,S,Maroon,3.9,No,Express,No,21
2254,62,Male,Hoodie,Clothing,M,Brown,2.6,No,Store Pickup,No,22
2255,24,Male,Belt,Accessories,M,Gold,4.2,No,Store Pickup,No,44
2256,48,Male,Coat,Outerwear,L,Teal,4.6,No,Store Pickup,No,42
2257,31,Male,Blouse,Clothing,M,Turquoise,5.0,No,Standard,No,33
2258,41,Male,Skirt,Clothing,L,Olive,4.2,No,Standard,No,6
2259,24,Male,T-shirt,Clothing,L,Cyan,4.3,No,Store Pickup,No,44
2260,60,Male,Jeans,Clothing,XL,Beige,3.3,No,Free Shipping,No,24
2261,38,Male,Scarf,Accessories,M,Blue,4.9,No,Express,No,16
2262,58,Male,Backpack,Accessories,L,Gold,4.4,No,Standard,No,12
2263,53,Male,Backpack,Accessories,M,Green,3.1,No,2-Day Shipping,No,50
2264,44,Male,Scarf,Accessories,XL,Green,3.5,No,Store Pickup,No,42
2265,51,Male,Hat,Accessories,M,Turquoise,3.9,No,2-Day Shipping,No,50
2266,36,Male,Coat,Outerwear,XL,Yellow,3.9,No,Store Pickup,No,10
2267,20,Male,Dress,Clothing,M,Yellow,4.3,No,Store Pickup,No,32
2268,32,Male,Gloves,Accessories,S,Blue,3.8,No,Express,No,37
2269,66,Male,Sweater,Clothing,L,Charcoal,2.7,No,2-Day Shipping,No,15
2270,49,Male,Skirt,Clothing,M,Yellow,4.4,No,Store Pickup,No,27
2271,27,Male,Blouse,Clothing,L,Purple,3.5,No,Express,No,7
2272,29,Male,Dress,Clothing,M,Green,3.4,No,Free Shipping,No,49
2273,29,Male,Jacket,Outerwear,L,Charcoal,4.0,No,Standard,No,44
2274,55,Male,Coat,Outerwear,L,Silver,4.8,No,Express,No,13
2275,57,Male,Dress,Clothing,L,Turquoise,4.5,No,Next Day Air,No,38
2276,29,Male,Shorts,Clothing,M,Gray,4.4,No,Standard,No,10
2277,31,Male,Jeans,Clothing,L,Red,4.1,No,2-Day Shipping,No,25
2278,25,Male,Hat,Accessories,M,Beige,4.6,No,Next Day Air,No,18
2279,61,Male,Gloves,Accessories,M,Maroon,3.8,No,Store Pickup,No,6
2280,53,Male,Sneakers,Footwear,L,Indigo,2.9,No,Free Shipping,No,35
2281,22,Male,Shoes,Footwear,M,Red,2.8,No,Standard,No,31
2282,28,Male,Hoodie,Clothing,XL,Maroon,3.0,No,Store Pickup,No,41
2283,18,Male,Sneakers,Footwear,S,Red,4.2,No,2-Day Shipping,No,8
2284,44,Male,Handbag,Accessories,S,Black,4.1,No,Free Shipping,No,34
2285,32,Male,Blouse,Clothing,XL,Black,4.1,No,Express,No,20
2286,34,Male,Belt,Accessories,L,Pink,4.6,No,2-Day Shipping,No,38
2287,67,Male,Socks,Clothing,L,Blue,2.5,No,Store Pickup,No,35
2288,66,Male,Blouse,Clothing,L,Green,3.0,No,Store Pickup,No,6
2289,28,Male,Jewelry,Accessories,M,Orange,3.8,No,Next Day Air,No,50
2290,70,Male,Shorts,Clothing,M,Orange,4.1,No,Free Shipping,No,47
2291,37,Male,Boots,Footwear,L,Magenta,3.3,No,Standard,No,23
2292,28,Male,Coat,Outerwear,M,Indigo,5.0,No,2-Day Shipping,No,13
2293,43,Male,T-shirt,Clothing,S,Beige,3.8,No,Next Day Air,No,31
2294,37,Male,Sweater,Clothing,L,Green,3.3,No,Express,No,16
2295,54,Male,Sunglasses,Accessories,M,Red,5.0,No,Express,No,40
2296,50,Male,Hat,Accessories,L,Beige,2.9,No,2-Day Shipping,No,45
2297,46,Male,Gloves,Accessories,M,Green,2.5,No,Next Day Air,No,50
2298,60,Male,Socks,Clothing,M,Orange,4.7,No,Standard,No,1
2299,40,Male,Handbag,Accessories,L,Cyan,2.9,No,2-Day Shipping,No,10
2300,64,Male,Coat,Outerwear,M,Violet,3.7,No,Store Pickup,No,48
2301,18,Male,Coat,Outerwear,XL,Lavender,4.4,No,2-Day Shipping,No,38
2302,37,Male,Pants,Clothing,L,Turquoise,2.9,No,Next Day Air,No,21
2303,36,Male,Belt,Accessories,L,Pink,3.6,No,Store Pickup,No,38
2304,51,Male,Sunglasses,Accessories,S,Beige,4.8,No,2-Day Shipping,No,31
2305,26,Male,Hoodie,Clothing,L,Silver,4.7,No,Free Shipping,No,9
2306,68,Male,Handbag,Accessories,M,Gold,2.6,No,Free Shipping,No,47
2307,27,Male,Gloves,Accessories,L,Silver,3.4,No,Standard,No,8
2308,28,Male,Skirt,Clothing,L,Green,3.5,No,Next Day Air,No,30
2309,49,Male,Sunglasses,Accessories,M,Teal,3.4,No,2-Day Shipping,No,22
2310,70,Male,Dress,Clothing,S,Gold,5.0,No,2-Day Shipping,No,3
2311,30,Male,Gloves,Accessories,M,Cyan,4.6,No,Standard,No,15
2312,27,Male,Sneakers,Footwear,L,Gold,4.8,No,2-Day Shipping,No,10
2313,19,Male,T-shirt,Clothing,L,Violet,3.7,No,Free Shipping,No,19
2314,64,Male,Dress,Clothing,M,Black,4.7,No,Next Day Air,No,36
2315,42,Male,Handbag,Accessories,XL,Brown,4.4,No,Express,No,12
2316,69,Male,Socks,Clothing,M,Indigo,3.5,No,2-Day Shipping,No,49
2317,28,Male,Sneakers,Footwear,L,Yellow,3.8,No,Standard,No,7
2318,47,Male,Jacket,Outerwear,M,Purple,4.7,No,Next Day Air,No,28
2319,69,Male,Hoodie,Clothing,L,White,3.1,No,Store Pickup,No,30
2320,56,Male,Sandals,Footwear,XL,Turquoise,5.0,No,Free Shipping,No,29
2321,28,Male,Shoes,Footwear,M,Olive,3.7,No,Free Shipping,No,9
2322,50,Male,Sandals,Footwear,M,Beige,3.0,No,Next Day Air,No,27
2323,39,Male,Coat,Outerwear,S,Lavender,4.5,No,Store Pickup,No,21
2324,35,Male,Gloves,Accessories,L,White,4.7,No,Express,No,36
2325,59,Male,Coat,Outerwear,L,Brown,3.5,No,Free Shipping,No,19
2326,44,Male,Boots,Footwear,M,Charcoal,4.4,No,2-Day Shipping,No,47
2327,66,Male,Skirt,Clothing,L,Maroon,2.6,No,Standard,No,38
2328,20,Male,Skirt,Clothing,M,Red,4.2,No,2-Day Shipping,No,22
2329,45,Male,Pants,Clothing,M,Maroon,2.6,No,Express,No,29
2330,49,Male,Hat,Accessories,S,Teal,4.8,No,Free Shipping,No,42
2331,60,Male,Backpack,Accessories,L,Orange,2.9,No,Store Pickup,No,47
2332,61,Male,Scarf,Accessories,S,Olive,4.3,No,2-Day Shipping,No,10
2333,36,Male,Scarf,Accessories,XL,Olive,2.6,No,Store Pickup,No,10
2334,33,Male,Shirt,Clothing,M,Beige,3.8,No,Next Day Air,No,1
2335,49,Male,Boots,Footwear,L,Green,4.2,No,Standard,No,7
2336,31,Male,Coat,Outerwear,M,Black,3.9,No,Store Pickup,No,10
2337,19,Male,Belt,Accessories,M,Green,3.1,No,Free Shipping,No,11
2338,39,Male,Boots,Footwear,S,Violet,3.6,No,Store Pickup,No,5
2339,66,Male,Sneakers,Footwear,S,Silver,4.0,No,Express,No,21
2340,25,Male,Shirt,Clothing,L,Maroon,3.4,No,Next Day Air,No,24
2341,63,Male,Blouse,Clothing,M,Cyan,2.6,No,Standard,No,37
2342,56,Male,Jacket,Outerwear,L,Teal,4.5,No,Express,No,22
2343,20,Male,Skirt,Clothing,M,Olive,4.9,No,Standard,No,16
2344,58,Male,Socks,Clothing,M,Red,4.4,No,2-Day Shipping,No,44
2345,34,Male,Sandals,Footwear,XL,Lavender,3.5,No,Express,No,14
2346,28,Male,T-shirt,Clothing,S,Orange,3.3,No,Express,No,23
2347,22,Male,Jacket,Outerwear,L,Brown,3.1,No,Standard,No,46
2348,37,Male,Belt,Accessories,S,Gray,4.2,No,Express,No,46
2349,54,Male,Shoes,Footwear,M,Orange,4.9,No,Next Day Air,No,16
2350,65,Male,Blouse,Clothing,M,Orange,3.9,No,Standard,No,40
2351,57,Male,Shoes,Footwear,M,Turquoise,4.2,No,Free Shipping,No,21
2352,38,Male,Sweater,Clothing,S,Cyan,4.9,No,Store Pickup,No,25
2353,70,Male,Boots,Footwear,M,Yellow,2.8,No,Store Pickup,No,25
2354,56,Male,Handbag,Accessories,M,White,4.1,No,Standard,No,25
2355,56,Male,Blouse,Clothing,M,Blue,4.8,No,Next Day Air,No,27
2356,22,Male,Skirt,Clothing,S,Purple,4.1,No,Next Day Air,No,12
2357,57,Male,Backpack,Accessories,M,Gray,3.0,No,Free Shipping,No,27
2358,53,Male,Shirt,Clothing,L,Cyan,4.2,No,2-Day Shipping,No,40
2359,53,Male,Sweater,Clothing,L,Pink,3.8,No,Standard,No,38
2360,19,Male,Scarf,Accessories,S,Gold,3.3,No,2-Day Shipping,No,44
2361,49,Male,Handbag,Accessories,L,Silver,4.7,No,2-Day Shipping,No,27
2362,44,Male,Scarf,Accessories,M,Gray,4.3,No,2-Day Shipping,No,30
2363,27,Male,Jeans,Clothing,M,Brown,2.7,No,Standard,No,24
2364,60,Male,Socks,Clothing,XL,Pink,4.2,No,Express,No,38
2365,62,Male,Sunglasses,Accessories,L,Maroon,4.2,No,Free Shipping,No,4
2366,52,Male,Sneakers,Footwear,S,Peach,2.5,No,Next Day Air,No,32
2367,30,Male,Shoes,Footwear,L,Brown,3.6,No,Express,No,32
2368,66,Male,Socks,Clothing,L,Green,3.4,No,Standard,No,28
2369,29,Male,Sunglasses,Accessories,M,Lavender,3.3,No,Standard,No,6
2370,24,Male,Sweater,Clothing,M,Cyan,4.6,No,Standard,No,24
2371,51,Male,Shoes,Footwear,M,Black,3.9,No,Store Pickup,No,38
2372,67,Male,Socks,Clothing,M,Charcoal,3.7,No,Next Day Air,No,28
2373,50,Male,Boots,Footwear,XL,Silver,3.1,No,Express,No,9
2374,37,Male,Hoodie,Clothing,M,Gray,4.9,No,Express,No,21
2375,69,Male,Gloves,Accessories,L,Peach,4.7,No,Standard,No,31
2376,60,Male,Backpack,Accessories,L,Peach,2.9,No,Next Day Air,No,18
2377,21,Male,Gloves,Accessories,XL,Cyan,4.1,No,Express,No,5
2378,44,Male,Blouse,Clothing,L,Magenta,4.0,No,Next Day Air,No,22
2379,26,Male,Scarf,Accessories,L,Teal,2.7,No,Store Pickup,No,37
2380,40,Male,Hat,Accessories,M,Peach,4.0,No,2-Day Shipping,No,22
2381,41,Male,Scarf,Accessories,M,Black,2.5,No,Next Day Air,No,36
2382,62,Male,Sandals,Footwear,M,Teal,4.5,No,Free Shipping,No,23
2383,39,Male,Sweater,Clothing,M,Turquoise,3.9,No,Express,No,44
2384,53,Male,Backpack,Accessories,L,Gold,4.9,No,2-Day Shipping,No,25
2385,24,Male,Blouse,Clothing,L,Green,3.3,No,2-Day Shipping,No,40
2386,41,Male,Scarf,Accessories,M,Brown,3.8,No,Express,No,12
2387,19,Male,Socks,Clothing,L,Blue,2.9,No,Standard,No,14
2388,36,Male,Hat,Accessories,M,Gold,4.0,No,2-Day Shipping,No,14
2389,21,Male,Dress,Clothing,M,Peach,4.1,No,Store Pickup,No,10
2390,25,Male,Coat,Outerwear,M,Violet,3.1,No,Store Pickup,No,17
2391,65,Male,Shirt,Clothing,XL,Yellow,4.6,No,Express,No,24
2392,42,Male,Shirt,Clothing,M,Black,4.6,No,Next Day Air,No,31
2393,40,Male,Jeans,Clothing,L,Silver,2.6,No,2-Day Shipping,No,36
2394,58,Male,Socks,Clothing,M,Brown,5.0,No,2-Day Shipping,No,38
2395,40,Male,Sandals,Footwear,L,Peach,2.9,No,2-Day Shipping,No,23
2396,62,Male,Blouse,Clothing,M,Cyan,3.5,No,2-Day Shipping,No,47
2397,38,Male,Shirt,Clothing,M,Olive,3.7,No,2-Day Shipping,No,20
2398,37,Male,Sunglasses,Accessories,L,Black,2.9,No,Store Pickup,No,41
2399,65,Male,Jacket,Outerwear,M,Orange,4.3,No,Free Shipping,No,44
2400,55,Male,Dress,Clothing,L,Beige,3.2,No,Store Pickup,No,31
2401,43,Male,Sunglasses,Accessories,M,Peach,4.2,No,Next Day Air,No,11
2402,43,Male,Boots,Footwear,M,Pink,4.2,No,Standard,No,25
2403,45,Male,Scarf,Accessories,M,Brown,3.8,No,Free Shipping,No,31
2404,64,Male,Shorts,Clothing,M,Magenta,4.4,No,Standard,No,40
2405,28,Male,Shorts,Clothing,L,Cyan,3.1,No,2-Day Shipping,No,23
